num_features,features,wMAPE_val,RMSE_val,MAE_val,R2_val,wMAPE_test,RMSE_test,MAE_test,R2_test
5,"('cut', 'clarity', 'depth', 'x', 'z')",0.31916181051751585,1662.744648484004,1243.1672746918907,0.8257498233283439,0.31250237674369774,1687.396492562151,1234.0219850660596,0.822397975966275
5,"('cut', 'clarity', 'depth', 'y', 'z')",0.3196270910507313,1671.271258803852,1244.9795890521418,0.823958119619471,0.31594611395096933,2304.2077539629686,1247.6207533981435,0.6688254961848639
5,"('cut', 'clarity', 'table', 'x', 'y')",0.3197901258170167,1668.0434817081316,1245.6146258247256,0.8246374530697143,0.311617042383338,1643.7606386483292,1230.5259410480828,0.8314647381558125
5,"('cut', 'clarity', 'table', 'x', 'z')",0.3192029100014399,1662.8547092383592,1243.3273613054437,0.8257267545539182,0.31268182766693114,1704.0209745643594,1234.730608107004,0.8188812137759788
5,"('cut', 'clarity', 'table', 'y', 'z')",0.3212054421592302,1684.9078425660073,1251.1274249817536,0.8210736044791209,0.3184444973438671,2181.573700979751,1257.486470472316,0.7031388224416124
5,"('cut', 'clarity', 'x', 'y', 'z')",0.31918802366263804,1662.6974025757659,1243.269377522207,0.8257597256195979,0.3126461488133649,1701.113358452892,1234.589718011506,0.8194987820015053
5,"('cut', 'depth', 'table', 'x', 'y')",0.34734961427102223,1832.1176492022196,1352.9615985020484,0.7884423050806364,0.3418984135278857,1816.7295684566627,1350.1022403380064,0.7941294635708895
5,"('cut', 'depth', 'table', 'x', 'z')",0.34730108800325676,1830.0206552594566,1352.772583820276,0.788926314738376,0.34331179143297946,1898.1933456954564,1355.683443995612,0.7752526808726007
5,"('cut', 'depth', 'table', 'y', 'z')",0.347180893827396,1833.8092503985247,1352.3044154457564,0.7880514606805376,0.3455600709200594,2342.34040902617,1364.5615406825539,0.6577734901122063
5,"('cut', 'depth', 'x', 'y', 'z')",0.3474612615466529,1831.0450932497063,1353.3964758426287,0.7886899322427312,0.34342537216354335,1898.1470647289987,1356.131956163923,0.7752636401316865
5,"('cut', 'table', 'x', 'y', 'z')",0.347321745153394,1830.501714574271,1352.8530454926713,0.7888153298618519,0.3428219613669167,1847.2026039390537,1353.7491832812893,0.7871651748187737
5,"('color', 'clarity', 'depth', 'table', 'x')",0.31636709608241154,1614.7665715958533,1232.2815815627623,0.8356606329281204,0.3091069275606381,1594.5992227574895,1220.6138984309084,0.8413950552629338
5,"('color', 'clarity', 'depth', 'table', 'y')",0.3066385427635834,1635.26458658182,1194.3878902829324,0.8314618691640357,0.30261997166632026,1834.122209068577,1194.997945447909,0.7901687507778948
5,"('color', 'clarity', 'depth', 'table', 'z')",0.316862329085813,1622.5897011980578,1234.210563799634,0.8340644115203716,0.3136895328130108,2266.781313894169,1238.709874817498,0.6794964276159279
5,"('color', 'clarity', 'depth', 'x', 'y')",0.3167212811406728,1616.9815416630352,1233.6611679014325,0.8352094761618236,0.309535965121539,1597.1947990108577,1222.3080992497555,0.840878303132298
5,"('color', 'clarity', 'depth', 'x', 'z')",0.3168174208501583,1615.94954151757,1234.0356417159437,0.8354197563296335,0.3105341386110006,1640.1773307432086,1226.2497269702894,0.8321987324765028
5,"('color', 'clarity', 'depth', 'y', 'z')",0.3173429729292039,1625.7709458336674,1236.0827197944782,0.8334131080121849,0.31423312951675925,2314.994440039022,1240.8564513985307,0.6657175847146242
5,"('color', 'clarity', 'table', 'x', 'y')",0.3166464437924912,1618.6950401117383,1233.3696689215476,0.834860037518214,0.3088954855878224,1597.111544492677,1219.7789478435268,0.8408948912841558
5,"('color', 'clarity', 'table', 'x', 'z')",0.31642124269489286,1613.3929111297634,1232.492488051114,0.8359401166327842,0.3101195648034981,1638.6442688146772,1224.612641204026,0.8325122711472839
5,"('color', 'clarity', 'table', 'y', 'z')",0.31793654731340437,1641.615135623988,1238.3947515765292,0.8301502918845904,0.3165576108209983,2158.5008670515435,1250.0354568934508,0.7093849630752558
5,"('color', 'clarity', 'x', 'y', 'z')",0.3168415046507396,1615.9276529098354,1234.1294505356277,0.8354242148945873,0.31068559696408027,1655.4091019835942,1226.8478118215783,0.8290676338931793
5,"('color', 'depth', 'table', 'x', 'y')",0.34965472675363246,1815.8275525885535,1361.9402429025745,0.7921876694579952,0.3452770590467683,1801.686913259067,1363.4439719865486,0.7975245957010202
5,"('color', 'depth', 'table', 'x', 'z')",0.34972183114451344,1814.0263863950975,1362.2016212378962,0.792599733811414,0.3464381006028675,1869.6303854365074,1368.0287396952974,0.7819655382404146
5,"('color', 'depth', 'table', 'y', 'z')",0.34961233117142887,1818.7544905040447,1361.7751078561805,0.7915171828671708,0.3487117079712528,2357.0242968218568,1377.0068521411324,0.6534692763190119
